chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0.23274064,0.086122885,0.028854508,0.0008666191,2304.667374800232,856277.946353769,2030.6914489621377,169837.52205884948,4423.360373757102,3153331.9356751223,0.12912819602272727,0.0056201919051241285,-3.7004538e-05,0.0016751308,-5.0652394e-05,1.3867172e-05,143.5546875,-365.83716,5143.697,78.70585,2287.783,-12.806015,152.83765,37.92724,35.834846,-14.759158,33.474186,17.245699,85.694,-18.077147,214.8169,-4.00869,88.68688,-21.503464,29.467457,6.719154,39.51024,-19.901182,58.171043,-6.483319,109.73108,-22.735378,38.23857,-15.239272,48.589787,0.58678275,147.37402,13.372976,307.00436,22.99355,183.32466,18.445044,83.19551,-0.12113274,19.977571,-12.175175,26.837505
0.21989045,0.08592171,0.03321946,0.00016457723,1120.2858872110432,23710.69687374681,1432.7663500398187,33206.43714892541,2075.262451171875,147908.93850340086,0.038374467329545456,0.00012373185354816026,3.0397401e-05,0.0012152102,3.7770802e-05,2.1312397e-05,135.99917763157896,-338.39243,912.30884,151.8375,122.59925,-23.867981,133.63454,24.6937,45.0376,-18.765768,44.69318,3.4713552,11.74274,-30.522982,43.915886,-12.21086,24.144304,-15.789168,20.439236,-5.7601943,50.578297,-20.40934,93.435455,-12.175462,18.517096,-10.916745,39.7312,-19.771992,19.782904,-18.199263,49.209446,-9.987774,31.778893,5.6651,13.647202,9.6993475,15.098637,0.8726159,36.099026,-6.2565136,24.753962
0.22938539,0.08207551,0.025151705,0.00018689405,1080.6725045850017,3576.5063158132393,1314.2576311727264,2479.385415614795,2007.97119140625,15282.959843223745,0.037164861505681816,4.863972998847647e-05,-4.6808477e-06,0.000813837,-1.6169177e-05,3.6770816e-06,135.99917763157896,-368.57718,1679.4253,157.8543,23.55584,-34.27229,74.04491,25.094622,35.973362,-14.280773,16.917387,0.13461576,18.13338,-27.134064,53.706028,-14.703574,12.079776,-13.965601,38.266975,-14.986502,24.018164,-17.479342,29.863161,-4.470542,11.774116,-6.0922437,28.639032,-14.658337,18.955994,-14.719428,20.83809,-9.470938,21.365883,-0.4198879,16.554796,7.2226896,13.157864,9.463941,14.462552,0.47801104,8.17238
0.2548318,0.080250815,0.0028576246,1.3244736e-06,1766.3590441470772,297884.34641645587,1938.1854508242482,97996.43759829801,3775.162020596591,1561212.3916661444,0.07891290838068182,0.0009782987931543146,-3.9014726e-06,8.505873e-06,-1.897668e-05,2.852175e-07,129.19921875,-509.60013,1164.7252,122.92422,1138.5737,-14.633248,77.77645,43.631348,81.344734,-18.99257,30.295685,24.176813,119.04247,-22.528097,25.020952,2.5886467,39.82804,-13.082751,17.814001,5.795916,19.287592,-14.336234,18.309175,5.9806943,11.888608,-4.508137,14.472171,-2.9928434,41.705242,-1.8044757,18.784039,12.727548,67.98484,8.372013,35.083256,10.919281,13.3039465,-2.7993307,20.052862,-2.482846,14.074454
0.16812004,0.07770865,0.0059488653,4.752719e-06,2338.030290255946,15517.03235552017,2165.366650313672,6137.857633791393,4684.939852627841,59211.73956152821,0.10524680397727272,0.0005998769082313727,3.3713186e-06,4.0365932e-05,-1.0420014e-05,3.044669e-07,135.99917763157896,-467.15234,580.182,74.45182,152.62158,-18.399445,38.86884,49.274662,50.279175,-23.344664,41.17665,38.43722,51.491184,-13.924646,16.473553,-0.42702723,36.442135,-20.016283,15.882608,14.121758,32.696693,-18.23661,39.04327,1.9448868,22.582136,-12.875091,24.307579,-12.577563,40.896824,1.0745031,37.110264,14.539722,54.3504,15.189472,28.179485,28.083391,69.16416,23.036516,107.16524,13.787629,102.00994
0.1697568,0.07807145,0.010376244,3.3506972e-06,2399.419723018962,113407.0232661454,2202.04006711545,14760.074385725018,4961.445756392045,271137.6368531511,0.10921963778409091,0.0009160775783633397,-3.9163506e-06,0.00010787262,-1.8317125e-05,2.2602774e-06,135.99917763157896,-410.129,522.0918,65.22333,546.83545,-11.8831,115.28537,45.549515,74.63865,-27.82593,17.281147,37.47727,52.46905,-19.115004,28.596851,1.3882536,49.71298,-23.099897,31.550795,8.518464,62.78271,-18.87689,39.8051,-0.15458517,30.589348,-21.6365,27.09897,-8.123399,21.272835,-7.47308,52.169308,13.948837,96.31229,17.807884,72.141754,28.545935,38.771633,16.516602,167.23764,6.8570647,211.12808
0.14625573,0.08247512,0.033778418,0.00037821216,1395.1231572659951,388062.9149675499,1722.8690638224639,61806.67239696475,2793.93310546875,1511711.562289433,0.053788618607954544,0.0030792295193869225,-2.4994528e-05,0.0015567984,-3.714187e-05,5.1114557e-06,123.046875,-400.27722,640.5248,93.21844,510.33093,-3.6722288,119.865105,39.5296,66.18566,-17.032057,37.42163,19.780394,78.44929,-6.4411845,60.69363,-14.0660095,18.323383,-15.525176,17.729599,-3.067225,25.965113,-12.321625,21.385836,-9.23937,18.92037,-14.964207,29.024006,-18.12392,42.18854,-10.98402,40.050167,-2.5428576,53.65646,7.7754927,96.64111,4.403188,184.45201,-1.8463887,124.15964,1.5688897,23.748974
0.14545187,0.08809137,0.034566287,0.00034797285,818.4972302992978,9045.454147665216,1291.7098845589228,18798.52196713556,1159.8566228693182,102543.43697601113,0.027576793323863636,8.263248057404828e-06,3.303176e-05,0.0015861435,1.3520053e-05,4.631439e-06,129.19921875,-471.9658,1843.088,105.571175,139.92296,12.348068,115.46359,37.986874,68.11756,-2.71615,50.799435,12.96835,20.621937,8.950151,25.24809,-12.594392,27.82535,-8.939005,41.071903,-4.2814884,19.89069,-6.2461925,16.228853,-8.675076,26.147316,-13.863618,13.568665,-15.417037,12.568695,-4.869922,8.129394,-9.506992,12.822661,-9.724503,14.993521,-13.270188,22.129074,-17.837708,36.438686,1.7243717,17.126102
0.15550299,0.09446372,0.021864355,0.00019049579,993.9216018300973,253621.2529620209,1446.0234336138371,168327.2073542372,1712.8684303977273,2061699.5682179437,0.029219193892045456,7.31071903685893e-05,-5.6677386e-06,0.0006831552,-1.8300561e-05,3.241048e-07,129.19921875,-500.6633,1030.7035,111.85205,293.2877,6.3008685,80.39285,37.36276,66.32049,-5.353237,53.58486,12.485737,29.038591,7.8443675,52.25156,-4.066974,40.819584,-7.101849,30.195332,-1.8873768,18.756132,-6.2109423,11.772016,-5.7375283,10.457569,-12.816445,85.25684,-15.663743,36.80156,-4.226894,6.5498643,-8.012444,31.936922,-12.756579,10.003609,-14.21766,42.20305,-15.185907,46.03447,-7.201765,24.611036
0.15991877,0.090077564,0.017078364,0.00011206809,1395.5468075568017,160131.33339673534,1856.8679530697075,59009.58648813802,3359.1796875,638148.5373323614,0.03233753551136364,0.00023526347373142712,7.365035e-06,0.00041422195,-1.15541425e-05,5.0247655e-07,135.99917763157896,-474.59412,697.97437,89.35721,154.33052,-1.8725662,31.871235,57.33126,97.652664,-16.145496,40.017056,14.899359,20.825476,3.182562,21.62274,2.362617,35.24525,-10.263833,40.683598,-5.1660795,13.728527,-6.8601627,12.394273,-1.3784878,14.49415,-7.8105855,37.284412,-9.865711,15.384479,-7.368001,44.373127,-12.950108,38.5488,-7.1236677,34.734634,-9.463363,16.419615,-13.294761,25.880684,-5.661726,14.759487
